textbox5,textbox2,Textbox7
generated on 07/06/2019 12:30:44 UTC,Influenza transmission zone: North America,© World Health Organization 2019

AH5_label,AH5_Chart01_CategoryGroup2_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_label,AH5_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1_label,AH1_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH1N12009_label,AH1N12009_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,AH3_label,AH3_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,ANOTSUBTYPED_label,ANOTSUBTYPED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BYAMAGATA_label,BYAMAGATA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BVICTORIA_label,BVICTORIA_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0,BNOTDETERMINED_label,BNOTDETERMINED_Chart01_CategoryGroup2_Chart01_CategoryGroup3_Value_DataValue0
AH5,2018,23,0,AH1,0,AH1N12009,7,AH3,8,ANOTSUBTYPED,82,BYAMAGATA,9,BVICTORIA,3,BNOTDETERMINED,91
AH5,2018,24,0,AH1,0,AH1N12009,9,AH3,4,ANOTSUBTYPED,59,BYAMAGATA,8,BVICTORIA,3,BNOTDETERMINED,73
AH5,2018,25,0,AH1,0,AH1N12009,2,AH3,4,ANOTSUBTYPED,54,BYAMAGATA,6,BVICTORIA,3,BNOTDETERMINED,45
AH5,2018,26,0,AH1,0,AH1N12009,3,AH3,14,ANOTSUBTYPED,59,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,35
AH5,2018,27,0,AH1,0,AH1N12009,11,AH3,6,ANOTSUBTYPED,46,BYAMAGATA,6,BVICTORIA,0,BNOTDETERMINED,28
AH5,2018,28,0,AH1,0,AH1N12009,10,AH3,11,ANOTSUBTYPED,56,BYAMAGATA,3,BVICTORIA,2,BNOTDETERMINED,14
AH5,2018,29,0,AH1,0,AH1N12009,17,AH3,6,ANOTSUBTYPED,62,BYAMAGATA,4,BVICTORIA,2,BNOTDETERMINED,18
AH5,2018,30,0,AH1,0,AH1N12009,9,AH3,7,ANOTSUBTYPED,56,BYAMAGATA,0,BVICTORIA,2,BNOTDETERMINED,20
AH5,2018,31,0,AH1,0,AH1N12009,9,AH3,12,ANOTSUBTYPED,52,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,19
AH5,2018,32,0,AH1,0,AH1N12009,7,AH3,12,ANOTSUBTYPED,48,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,25
AH5,2018,33,0,AH1,0,AH1N12009,5,AH3,11,ANOTSUBTYPED,45,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,23
AH5,2018,34,0,AH1,0,AH1N12009,18,AH3,21,ANOTSUBTYPED,85,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,28
AH5,2018,35,0,AH1,0,AH1N12009,17,AH3,8,ANOTSUBTYPED,101,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,33
AH5,2018,36,0,AH1,0,AH1N12009,21,AH3,24,ANOTSUBTYPED,122,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,53
AH5,2018,37,0,AH1,0,AH1N12009,32,AH3,16,ANOTSUBTYPED,156,BYAMAGATA,4,BVICTORIA,0,BNOTDETERMINED,49
AH5,2018,38,0,AH1,0,AH1N12009,23,AH3,19,ANOTSUBTYPED,164,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,70
AH5,2018,39,0,AH1,0,AH1N12009,9,AH3,13,ANOTSUBTYPED,173,BYAMAGATA,3,BVICTORIA,0,BNOTDETERMINED,53
AH5,2018,40,0,AH1,0,AH1N12009,58,AH3,18,ANOTSUBTYPED,242,BYAMAGATA,11,BVICTORIA,7,BNOTDETERMINED,74
AH5,2018,41,0,AH1,0,AH1N12009,73,AH3,17,ANOTSUBTYPED,258,BYAMAGATA,5,BVICTORIA,3,BNOTDETERMINED,91
AH5,2018,42,0,AH1,0,AH1N12009,106,AH3,40,ANOTSUBTYPED,364,BYAMAGATA,14,BVICTORIA,2,BNOTDETERMINED,92
AH5,2018,43,0,AH1,0,AH1N12009,202,AH3,58,ANOTSUBTYPED,426,BYAMAGATA,13,BVICTORIA,0,BNOTDETERMINED,108
AH5,2018,44,0,AH1,0,AH1N12009,298,AH3,36,ANOTSUBTYPED,560,BYAMAGATA,8,BVICTORIA,1,BNOTDETERMINED,106
AH5,2018,45,0,AH1,0,AH1N12009,412,AH3,45,ANOTSUBTYPED,802,BYAMAGATA,7,BVICTORIA,4,BNOTDETERMINED,117
AH5,2018,46,0,AH1,0,AH1N12009,551,AH3,51,ANOTSUBTYPED,1025,BYAMAGATA,3,BVICTORIA,2,BNOTDETERMINED,111
AH5,2018,47,0,AH1,0,AH1N12009,720,AH3,70,ANOTSUBTYPED,1351,BYAMAGATA,5,BVICTORIA,2,BNOTDETERMINED,82
AH5,2018,48,0,AH1,0,AH1N12009,956,AH3,93,ANOTSUBTYPED,1688,BYAMAGATA,10,BVICTORIA,2,BNOTDETERMINED,116
AH5,2018,49,0,AH1,0,AH1N12009,1141,AH3,124,ANOTSUBTYPED,2525,BYAMAGATA,7,BVICTORIA,3,BNOTDETERMINED,173
AH5,2018,50,0,AH1,0,AH1N12009,1496,AH3,201,ANOTSUBTYPED,4628,BYAMAGATA,6,BVICTORIA,7,BNOTDETERMINED,208
AH5,2018,51,0,AH1,0,AH1N12009,1787,AH3,277,ANOTSUBTYPED,7197,BYAMAGATA,8,BVICTORIA,20,BNOTDETERMINED,215
AH5,2018,52,0,AH1,0,AH1N12009,1959,AH3,314,ANOTSUBTYPED,8514,BYAMAGATA,9,BVICTORIA,19,BNOTDETERMINED,256
AH5,2019,1,0,AH1,0,AH1N12009,2048,AH3,357,ANOTSUBTYPED,7789,BYAMAGATA,17,BVICTORIA,6,BNOTDETERMINED,177
AH5,2019,2,0,AH1,0,AH1N12009,2434,AH3,316,ANOTSUBTYPED,7159,BYAMAGATA,18,BVICTORIA,2,BNOTDETERMINED,266
AH5,2019,3,0,AH1,0,AH1N12009,1987,AH3,437,ANOTSUBTYPED,8381,BYAMAGATA,15,BVICTORIA,17,BNOTDETERMINED,229
AH5,2019,4,0,AH1,0,AH1N12009,2018,AH3,580,ANOTSUBTYPED,9901,BYAMAGATA,9,BVICTORIA,16,BNOTDETERMINED,308
AH5,2019,5,0,AH1,0,AH1N12009,2059,AH3,900,ANOTSUBTYPED,12127,BYAMAGATA,18,BVICTORIA,24,BNOTDETERMINED,331
AH5,2019,6,0,AH1,0,AH1N12009,2159,AH3,1279,ANOTSUBTYPED,14339,BYAMAGATA,11,BVICTORIA,18,BNOTDETERMINED,465
AH5,2019,7,0,AH1,0,AH1N12009,1885,AH3,1392,ANOTSUBTYPED,14426,BYAMAGATA,18,BVICTORIA,29,BNOTDETERMINED,556
AH5,2019,8,0,AH1,0,AH1N12009,1640,AH3,1703,ANOTSUBTYPED,14751,BYAMAGATA,11,BVICTORIA,28,BNOTDETERMINED,558
AH5,2019,9,0,AH1,0,AH1N12009,1510,AH3,1985,ANOTSUBTYPED,14636,BYAMAGATA,10,BVICTORIA,33,BNOTDETERMINED,531
AH5,2019,10,0,AH1,0,AH1N12009,1476,AH3,2035,ANOTSUBTYPED,14340,BYAMAGATA,27,BVICTORIA,36,BNOTDETERMINED,556
AH5,2019,11,0,AH1,0,AH1N12009,1151,AH3,1979,ANOTSUBTYPED,14415,BYAMAGATA,30,BVICTORIA,51,BNOTDETERMINED,700
AH5,2019,12,0,AH1,0,AH1N12009,835,AH3,1638,ANOTSUBTYPED,11322,BYAMAGATA,18,BVICTORIA,41,BNOTDETERMINED,806
AH5,2019,13,0,AH1,0,AH1N12009,522,AH3,1356,ANOTSUBTYPED,8623,BYAMAGATA,14,BVICTORIA,47,BNOTDETERMINED,782
AH5,2019,14,0,AH1,0,AH1N12009,355,AH3,1116,ANOTSUBTYPED,5971,BYAMAGATA,14,BVICTORIA,57,BNOTDETERMINED,789
AH5,2019,15,0,AH1,0,AH1N12009,319,AH3,1118,ANOTSUBTYPED,3938,BYAMAGATA,12,BVICTORIA,42,BNOTDETERMINED,723
AH5,2019,16,0,AH1,0,AH1N12009,149,AH3,579,ANOTSUBTYPED,2326,BYAMAGATA,11,BVICTORIA,36,BNOTDETERMINED,687
AH5,2019,17,0,AH1,0,AH1N12009,107,AH3,359,ANOTSUBTYPED,1327,BYAMAGATA,10,BVICTORIA,22,BNOTDETERMINED,568
AH5,2019,18,0,AH1,0,AH1N12009,35,AH3,188,ANOTSUBTYPED,725,BYAMAGATA,1,BVICTORIA,5,BNOTDETERMINED,383
AH5,2019,19,,AH1,,AH1N12009,33,AH3,154,ANOTSUBTYPED,266,BYAMAGATA,,BVICTORIA,,BNOTDETERMINED,151
AH5,2019,20,,AH1,,AH1N12009,27,AH3,163,ANOTSUBTYPED,137,BYAMAGATA,,BVICTORIA,,BNOTDETERMINED,136
AH5,2019,21,,AH1,,AH1N12009,7,AH3,80,ANOTSUBTYPED,90,BYAMAGATA,,BVICTORIA,,BNOTDETERMINED,124
AH5,2019,22,,AH1,,AH1N12009,15,AH3,51,ANOTSUBTYPED,49,BYAMAGATA,,BVICTORIA,,BNOTDETERMINED,74

